name,description,productImageUrl,collection,sku,price,Mod de utilizare,Ingrediente,Precauţii,Informații despre producător,brand
"Scottish Fine Soaps, Au Lait Crema de Corp, 200ml","Răsfață-te cu liniștea nutritivă oferită de un unt de corp hidratant cu jojoba și acid hialuronic. Amestecul de mușețel și unt de shea menține pielea intens catifelată, cu parfum subtil.",7888ab_f688b0131d52465ab11a484fdac1239b~mv2.png,Hidratare;Au Lait;Cremă de corp;Baie & Corp;Îngrijire Corp;Scottish Fine Soaps,5016365100380,64,"Masați o cantitate mică pe toată pielea până se absoarbe complet pentru a vă lăsa pielea moale, catifelată, parfumată minunat.","Aqua (Water), Prunus Amygdalus Dulcis (Sweet Almond) Oil, Butyrospermum Parkii (Shea) Butter, Cetearyl Alcohol, Stearic Acid, Glycerin, Phenoxyethanol, Glyceryl Stearate, Parfum (Fragrance), Simmondsia Chinensis (Jojoba) Seed Oil, Brassica Napus (Rapeseed) Seed Oil, PEG-20 Stearate, Aminomethyl Propanol, Disodium EDTA, Ethylhexylglycerin, Hydrolyzed Hyaluronic Acid, Carbomer, Avena Sativa (Oat) Seed Extract, Chamomilla Recutita (Matricaria) Flower Extract, Hexamethylindanopyran, Alpha-Isomethyl Ionone, Tetramethylacetyloctahydronaphthalenes, Coumarin, Geranyl Acetate",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Au Lait Sapun Lichid pentru Maini, 300ml","Păstrează mâinile catifelate cu un săpun lichid cremos îmbogățit cu pantenol extrem de hidratant. Oferă o experiență plăcută la curățare, lăsând un parfum fin de violete și lemn de santal.",7888ab_a2c46c5d658a4854b652a401a3fdf722~mv2.png,Săpun de mâini;Baie;Au Lait;Baie & Corp;Scottish Fine Soaps,5016365100410,78,"Pompați o cantitate mică pe pielea umedă, spumați, apoi clătiți pentru a vă lăsa pielea curată și reîmprospătată.","Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Parfum (Fragrance), Glycol Distearate, Cocamidopropyl Betaine, Cocamide MEA, Glycerin, Sodium Benzoate, Tetrasodium Glutamate Diacetate, Laureth-10, Panthenol (Vitamin B5), Potassium Sorbate, Avena Sativa (Oat) Seed Extract, Chamomilla Recutita (Matricaria) Flower Extract, Hexamethylindanopyran, Alpha-Isomethyl Ionone, Tetramethylacetyloctahydronaphthalenes, Coumarin",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Au Lait Lotiune pentru Maini si Corp, 300ml","Regenerează pielea aspră folosind o loțiune corp lapte calmantă, cu alantoină și ovăz scoțian. Hidratează mâinile și corpul, lăsând epiderma perfect netedă, protejată și delicat parfumată.",7888ab_5be29abd9179424593d703de08f08be9~mv2.png,Hidratare;Cremă de mâini;Au Lait;Cremă de corp;Baie & Corp;Îngrijire Corp;Scottish Fine Soaps,5016365100427,78,"Masați o cantitate mică pe toată pielea până se absoarbe complet pentru a vă lăsa pielea moale, catifelată, parfumată minunat.","Aqua (Water), Glycerin, Persea Gratissima (Avocado) Oil, Stearic Acid, Cetearyl Alcohol, Cathamus Tinctorius (Safflower) Oil, Phenoxyethanol, Glyceryl Stearate, Parfum (Fragrance), PEG-20 Stearate, Aminomethyl Propanol, Brassica Napus (Rapeseed) Seed Oil, Disodium EDTA, Ethylhexylglycerin, Allantoin, Carbomer, Avena Sativa (Oat) Seed Extract, Chamomilla Recutita (Matricaria) Flower Extract, Hexamethylindanopyran, Alpha-Isomethyl Ionone, Tetramethylacetyloctahydronaphthalenes, Coumarin, Geranyl Acetate",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Au Lait Lapte de Baie, 440ml","Repară și reîmprospătează pielea cu un lapte de baie hidratant cu extract de ovăz și mușețel. Vitamina E și acidul lactic purifică blând corpul, oferind o baie relaxantă și plină de spumă.",7888ab_77fbb684fd604a449f91703fe5aa6daa~mv2.png,Lapte de corp;Baie;Au Lait;Baie & Corp;Scottish Fine Soaps,5016365100441,64,"Adăugați o cantitate generoasă în cadă, în timp ce curge apa caldă pentru a pentru a te bucura de o experiență de baie plină de spumă albă, cremoasă și liniștitoare.","Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Ethylene Glycol Monostearate, Parfum (Fragrance), Cocamidopropyl Betaine, Glycerin, Sodium Benzoate, Tetrasodium Glutamate Diacetate, Tocopheryl Acetate (Vitamin E), Lactic Acid, Potassium Sorbate, Avena Sativa (Oat) Seed Extract, Chamomilla Recutita (Matricaria) Flower Extract, Hexamethylindanopyran, Alpha-Isomethyl Ionone, Tetramethylacetyloctahydronaphthalenes, Coumarin",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Au Lait Crema pentru Maini, 30ml","Nutriție la purtător: o cremă de mâini mini ideală pentru geantă, cu 10% unt de shea hrănitor. Mușețelul scoțian calmează roșeața și lasă pielea parfumată cu violete și lemn de santal.",7888ab_64071e1364a74f8ba6f0555d6c00ee95~mv2.png,Cremă de mâini;Au Lait;Baie & Corp;Îngrijire Corp;Scottish Fine Soaps,5016365100458,33,Masați pe mâinile curate până se absoarbe complet,"Aqua (Water), Butyrospermum Parkii (Shea) Butter, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Cetearyl Alcohol, Glycerin, Olea Europaea (Olive) Fruit Oil, Phenoxyethanol, Parfum (Fragrance), Ethylhexylglycerin, Theobroma Cacao (Cocoa) Seed Butter, Glyceryl Stearate, PEG-20 Stearate, Carbomer, Aminomethyl Propanol, Avena Sativa (Oat) Seed Extract, Chamomilla Recutita (Matricaria) Flower Extract, Hexamethylindanopyran, Alpha-Isomethyl Ionone, Tetramethylacetyloctahydronaphthalenes, Coumarin, Geranyl Acetate",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Au Lait Crema pentru Maini, 75ml","Restaurează protecția mâinilor cu o cremă de mâini nutritivă bogată în lapte de ovăz și mușețel. Untul de shea (10%) catifelează profund, oferind o senzație relaxantă și o aromă cremoasă.",7888ab_60a9a8238e7b40f48ac3484613873aa7~mv2.png,Cremă de mâini;Au Lait;Baie & Corp;Îngrijire Corp;Scottish Fine Soaps,5016365100465,64,Masați pe mâinile curate până se absoarbe complet,"Aqua (Water), Butyrospermum Parkii (Shea) Butter, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Cetearyl Alcohol, Glycerin, Olea Europaea (Olive) Fruit Oil, Phenoxyethanol, Parfum (Fragrance), Ethylhexylglycerin, Theobroma Cacao (Cocoa) Seed Butter, Glyceryl Stearate, PEG-20 Stearate, Carbomer, Aminomethyl Propanol, Avena Sativa (Oat) Seed Extract, Chamomilla Recutita (Matricaria) Flower Extract, Hexamethylindanopyran, Alpha-Isomethyl Ionone, Tetramethylacetyloctahydronaphthalenes, Coumarin, Geranyl Acetate",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Au Lait Rezerva Sapun Lichid pentru Maini, 700ml","Refill inteligent și parfumat: rezervă săpun lichid hidratant plină de antioxidanți din mușețel. Pantenolul adăugat redă textura moale a mâinilor, curățând delicat cu proprietăți relaxante.",7888ab_841f469a1fa341c999e05a4e0b8c8c01~mv2.png,Săpun de mâini;Baie;Au Lait;Baie & Corp;Scottish Fine Soaps,5016365100496,106,"Scoateți pompița de la recipientul de 300 ml existent și puneți-o pe o suprafață curată care poate fi ștearsă. Turnați cu grijă săpunul din recipientul rezervă în flaconul de 300ml având grijă să nu umpleți prea mult, deoarece produsul se va deplasa atunci când pompița este introdusă la loc. Înșurubați bine pompa la loc.","Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Parfum (Fragrance), Glycol Distearate, Cocamidopropyl Betaine, Cocamide MEA, Glycerin, Sodium Benzoate, Tetrasodium Glutamate Diacetate, Laureth-10, Panthenol (Vitamin B5), Potassium Sorbate, Avena Sativa (Oat) Seed Extract, Chamomilla Recutita (Matricaria) Flower Extract, Hexamethylindanopyran, Alpha-Isomethyl Ionone, Tetramethylacetyloctahydronaphthalenes, Coumarin",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Au Lait Gel de dus, 75ml","Păstrează rutina de exfoliere la drum cu un gel de duș mini infuzat cu acid lactic. Calmează și purifică pielea datorită ovăzului scoțian, lăsând o textură fină și un parfum discret.",7888ab_02070530b5e34936a8e8e6d44eb37b36~mv2.png,Baie;Gel de duș;Au Lait;Baie & Corp;Scottish Fine Soaps,5016365100502,33,"Aplicați o cantitate generoasă pe pielea umedă, apoi clătiți cu apă caldă, pentru a vă lăsa pielea curată și revigorată","Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Lactic Acid, Parfum (Fragrance), Glycol Distearate, Cocamidopropyl Betaine, Cocamide MEA, Glycerin, Sodium Benzoate, Tetrasodium Glutamate Diacetate, Laureth-10, Potassium Sorbate, Avena Sativa (Oat) Seed Extract, Chamomilla Recutita (Matricaria) Flower Extract, Hexamethylindanopyran, Alpha-Isomethyl Ionone, Tetramethylacetyloctahydronaphthalenes, Coumarin",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Au Lait Crema de Corp, 75ml","Asigură hrănirea intensivă în deplasare folosind o cremă de corp travel size puternic hidratantă. Uleiul de jojoba, untul de shea și acidul hialuronic lasă pielea vizibil catifelată și moale.",7888ab_0f9f63252bf14145ba6d80b57cdd6d71~mv2.png,Hidratare;Au Lait;Cremă de corp;Baie & Corp;Îngrijire Corp;Scottish Fine Soaps,5016365100519,33,"Masați o cantitate mică pe toată pielea până se absoarbe complet pentru a vă lăsa pielea moale, catifelată, parfumată minunat.","Aqua (Water), Prunus Amygdalus Dulcis (Sweet Almond) Oil, Butyrospermum Parkii (Shea) Butter, Cetearyl Alcohol, Stearic Acid, Glycerin, Phenoxyethanol, Glyceryl Stearate, Parfum (Fragrance), Simmondsia Chinensis (Jojoba) Seed Oil, Brassica Napus (Rapeseed) Seed Oil, PEG-20 Stearate, Aminomethyl Propanol, Disodium EDTA, Ethylhexylglycerin, Hydrolyzed Hyaluronic Acid, Carbomer, Avena Sativa (Oat) Seed Extract, Chamomilla Recutita (Matricaria) Flower Extract, Hexamethylindanopyran, Alpha-Isomethyl Ionone, Tetramethylacetyloctahydronaphthalenes, Coumarin, Geranyl Acetate",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Au Lait Gel de dus, 300ml","Începe ziua cu purificarea delicată a unui gel de duș 300ml pe bază de lapte de mușețel. Acidul lactic oferă o exfoliere naturală pentru o piele proaspătă, fină și incredibil de mătăsoasă.",7888ab_8fc36b5654f74839b7e00d4995e2e4ac~mv2.png,Baie;Gel de duș;Au Lait;Baie & Corp;Scottish Fine Soaps,5016365101462,78,"Pompați o cantitate generoasă pe pielea umedă, spumați, apoi clătiți pentru a vă lăsa pielea curată și reîmprospătată.","Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Lactic Acid, Parfum (Fragrance), Glycol Distearate, Cocamidopropyl Betaine, Cocamide MEA, Glycerin, Sodium Benzoate, Tetrasodium Glutamate Diacetate, Laureth-10, Potassium Sorbate, Avena Sativa (Oat) Seed Extract, Chamomilla Recutita (Matricaria) Flower Extract, Hexamethylindanopyran, Alpha-Isomethyl Ionone, Tetramethylacetyloctahydronaphthalenes, Coumarin",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Au Lait Rezerva Sapun Lichid pentru Maini, 1.2l","Ai grijă de hidratarea familiei cu o rezervă săpun lichid 1.2l cu proprietăți intens purificatoare. Formula sa cu pantenol, ovăz și mușețel menține mâinile moi, reparate și catifelate.",7888ab_975e0f7350d84e9b9dd106227776f92f~mv2.png,Săpun de mâini;Baie;Au Lait;Baie & Corp;Scottish Fine Soaps,5016365101486,133,"Scoateți pompița de la recipientul de 300 ml existent și puneți-o pe o suprafață curată care poate fi ștearsă. Turnați cu grijă săpunul din recipientul rezervă în flaconul de 300ml având grijă să nu umpleți prea mult, deoarece produsul se va deplasa atunci când pompița este introdusă la loc. Înșurubați bine pompa la loc. Această rezervă ar trebui să reumple sticla de 300 ml de 4 ori.","Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Parfum (Fragrance), Glycol Distearate, Cocamidopropyl Betaine, Cocamide MEA, Glycerin, Sodium Benzoate, Tetrasodium Glutamate Diacetate, Laureth-10, Panthenol (Vitamin B5), Potassium Sorbate, Avena Sativa (Oat) Seed Extract, Chamomilla Recutita (Matricaria) Flower Extract, Hexamethylindanopyran, Alpha-Isomethyl Ionone, Tetramethylacetyloctahydronaphthalenes, Coumarin",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Thistle & Pepper, Sampon si Gel de dus Barbati, 500ml","Curăță eficient sebumul cu un șampon și gel de duș bărbați fortificat cu extract de armurariu. Pantenolul hidratează intens, lăsând o aromă revigorantă de piper și ambră pe piele și păr.",7888ab_fa27d1c9900c4fdc8bfa34cfb9382bd2~mv2.png,Ingrijire Par MEN;Baie;Gel de duș;Thistle & Pepper;MEN;Men Face & Body;Baie & Corp;Scottish Fine Soaps,5016365100557,105,"Aplicați o cantitate generoasă pe pielea umedă și pe părul umed, apoi clătiți cu apă caldă, pentru a vă lăsa pielea și părul curate, revigorate cu parfum rafinat masculin.","Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Parfum (Fragrance), Cocamidopropyl Betaine, Citric Acid, Sodium Benzoate, Glycerin, Tetrasodium Glutamate Diacetate, Magnesium PCA, Potassium Sorbate, Panthenol (Vitamin B5), Propylene Glycol, PEG-120 Methyl Glucose Trioleate, Avena Sativa (Oat) Seed Extract, Silybum Marianum (Milk Thistle) Extract, Tetramethylacetyloctahydroaphthalenes, Coumarin, Citronellol, Linalyl Acetate, Lavandula Oil/Extract",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Thistle & Pepper Sapun lichid pentru Fata si Barba, 150ml","Spală blând tenul cu un gel curățare barbă infuzat cu acid lactic pentru catifelare. Curăță perfect, hidratează fața și răspândește note condimentate, extrem de fine de piper negru.",7888ab_b6f2ca87882d43bba214f19d20ac4c34~mv2.png,Thistle & Pepper;Ingrijire Față;Ingrijire Barbă;MEN;Men Face & Body;Baie & Corp;Scottish Fine Soaps,5016365100564,44,"Aplicați o cantitate mică pe pielea umedă, spumați, apoi clătiți cu apă caldă, pentru a vă lăsa pielea și barba curate, revigorate cu parfum rafinat masculin.","Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Parfum (Fragrance), Lactic Acid, Cocamidopropyl Betaine, Sodium Benzoate, Tetrasodium Glutamate Diacetate, Magnesium PCA, Potassium Sorbate, Panthenol (Vitamin B5), Propylene Glycol, PEG-120 Methyl Glucose Trioleate, Glycerin, Silybum Marianum (Milk Thistle) Extract, Tetramethylacetyloctahydroaphthalenes, Coumarin, Citronellol",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Thistle & Pepper Ulei pentru Barba, 30ml","Menține firul puternic și disciplinat cu un ulei de barbă hidratant pe bază de jojoba și avocado. Calmează pielea cu ulei de migdale dulci, lăsând un parfum subtil de armurariu.",7888ab_8c21afa6d15c4a478f14a3cfb11d6a21~mv2.png,Thistle & Pepper;Ingrijire Barbă;MEN;Men Face & Body;Baie & Corp;Scottish Fine Soaps,5016365100656,85,Picurați cantitatea dorită de ulei în palmă și masați uniform barba,"Prunus Amygdalus Dulcis (Sweet Almond) Oil, Cathamus Tinctorius (Safflower) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Persea Gratissima (Avocado) Oil, Parfum (Fragrance), Tocopheryl Acetate (Vitamin E), Tetramethylacetyloctahydroaphthalenes, Citronellol, Linalyl Acetate, Lavandula Oil/Extract, Linalool",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Thistle & Pepper Balsam pentru Barba, 95ml","Modelează și hidratează zilnic folosind un balsam hidratant barbă cu fixare medie, delicat parfumat. Untul de cacao și aloe vera hrănesc intens, menținând aspectul impecabil și curat.",7888ab_72b081d797414e33b9e9bb6372cbb4a4~mv2.png,Thistle & Pepper;Ingrijire Barbă;MEN;Men Face & Body;Baie & Corp;Scottish Fine Soaps,5016365100663,85,"Masați o cantitate mică de balsam în palme și aplicați uniform pe barbă, înainte de a o aranja în modul dorit.","Aqua (Water), Cetearyl Alcohol, Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Cathamus Tinctorius (Safflower) Oil, Stearic Acid, Glyceryl Stearate, Jojoba Esters, Theobroma Cacao (Cocoa) Seed Butter, PEG-20 Stearate, Phenoxyethanol, Parfum (Fragrance), Tocopheryl Acetate (Vitamin E), Aloe Barbadendis (Aloe vera) Leaf Juice, Aminomethyl Propanol, Ethylhexylglycerin, Carbomer, Polyquarternium-10, Silybum Marianum (Milk Thistle) Extract, Citric Acid, Potassium Sorbate, Sodium Benzoate, Tetramethylacetyloctahydroaphthalenes, Coumarin, Citronellol, Linalyl Acetate, Lavandula Oil/Extract, Linalool",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Thistle & Pepper Balsam Aftershave, 75ml","Reduce iritația imediat cu un balsam aftershave bărbați răcoritor și puternic nutritiv. Mentolul, armurariul și vitamina E repară pielea, oferind o esență elegantă de santal și cătină.",7888ab_fd7bc90648134ea39891d41aa53fc2cd~mv2.png,Thistle & Pepper;Ingrijire Față;MEN;Men Face & Body;Baie & Corp;Bărbierit;Scottish Fine Soaps,5016365100649,78,"Aplicaţi cu moderație, după ras, acest balsam hidratant şi masați uşor până se absoarbe complet","Aqua (Water), Cetearyl Alcohol, Glycerin, Dimethicone, Phenoxyethanol, PEG-20 Stearate, Denatured Alcohol, Theobroma Cacao (Cocoa) Seed Butter, Parfum (Fragrance), Carbomer, Aminomethyl Propanol, Menthol, Disodium EDTA, Allantoin, Ethylhexylglycerin, Tocopheryl Acetate (Vitamin E), Aloe Barbadensis (Aloe Vera) Leaf Juice, Silybum Marianum (Milk Thistle) Extract, Citric Acid, Sodium Benzoate, Potassium Sorbate, Tetramethylacetyl",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Wild Heather Sapun Lichid pentru Maini, 300ml","Experimentează puritatea unei spălări cu un săpun lichid floral mâini bogat în pantenol. Revitalizează epiderma lăsând un parfum bogat și relaxant, plin de esența naturii sălbatice.",7888ab_4649936f585c4be1a532c6a8f1168864~mv2.png,Săpun de mâini;Baie;Wild Heather;Baie & Corp;Scottish Fine Soaps,5016365100953,78,"Pompați o cantitate mică pe pielea umedă, spumați, apoi clătiți pentru a vă lăsa pielea curată și reîmprospătată.","Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Parfum (Fragrance), Cocoamidopropyl Betaine, Citric Acid, Sodium Benzoate, Tetrasodium Glutamate Diacetate, Panthenol (Vitamin B5), Potassium Sorbate, Glycerin, Propylene Glycol, PEG-120 Methyl Glucose Trioleate, Calluna Vulgaris (Heather) Extract , Geraniol, Tetramethylacetyloctahydronaphthalenes, Hexamethylindanopyran, Juniperus Virginiana Oil, Limonene, Pogostemon Cablin Oil, Citronellol, Citrus Aurantium Peel",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Wild Heather Lotiune pentru Maini si Corp, 300ml","Calmează instantaneu cu o loțiune corp florală formulată cu alantoină protectoare pentru piele. Reface intens hidratarea mâinilor și corpului, lăsând un miros de iarbă neagră relaxant.",7888ab_ec576c6041fc435794d6fceda11b86a1~mv2.png,Hidratare;Cremă de mâini;Wild Heather;Cremă de corp;Baie & Corp;Îngrijire Corp;Scottish Fine Soaps,5016365100960,78,"Masați o cantitate mică pe toată pielea până se absoarbe complet pentru a vă lăsa pielea moale, catifelată, parfumată minunat.","Aqua (Water), Persea Gratissima (Avocado) Oil, Glycerin, Cathamus Tinctorius (Safflower) Oil, Stearic Acid, Cetearyl Alcohol, Phenoxyethanol, Parfum (Fragrance), Glyceryl Stearate, PEG-20 Stearate, Aminomethyl Propanol, Brassica Napus (Rapeseed) Seed Oil, Disodium EDTA, Tocopheryl Acetate, Ethylhexylglycerin, Allantoin, Carbomer, Calluna Vulgaris (Heather) Extract , Geraniol, Tetramethylacetyloctahydronaphthalenes, Hexamethylindanopyran, Juniperus Virginiana Oil, Limonene, Pogostemon Cablin Oil, Citronellol, Citrus Aurantium Peel, Linalool, Cinnamyl Alcohol, Pinene, Trimethylcyclopentenylmethylisopentenol, Alpha-Isomethyl Ionone",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
